Condition,Spkr_Rad,nTrials,nCorrect,pCorrect,iteration
Bilateral,-1.5707963267948966,132,129,97.72727272727273,161
Bilateral,-1.0471975511965976,132,50,37.878787878787875,161
Bilateral,-0.5235987755982988,132,27,20.454545454545457,161
Bilateral,0.0,132,34,25.757575757575758,161
Bilateral,0.5235987755982988,132,57,43.18181818181818,161
Bilateral,1.0471975511965976,132,42,31.818181818181817,161
Bilateral,1.5707963267948966,132,70,53.03030303030303,161
Control,-1.5707963267948966,132,119,90.15151515151516,161
Control,-1.0471975511965976,132,72,54.54545454545454,161
Control,-0.5235987755982988,132,67,50.75757575757576,161
Control,0.0,132,46,34.84848484848485,161
Control,0.5235987755982988,132,68,51.515151515151516,161
Control,1.0471975511965976,132,74,56.060606060606055,161
Control,1.5707963267948966,132,78,59.09090909090909,161
Bilateral,-1.5707963267948966,132,128,96.96969696969697,162
Bilateral,-1.0471975511965976,132,34,25.757575757575758,162
Bilateral,-0.5235987755982988,132,34,25.757575757575758,162
Bilateral,0.0,132,33,25.0,162
Bilateral,0.5235987755982988,132,49,37.121212121212125,162
Bilateral,1.0471975511965976,132,37,28.030303030303028,162
Bilateral,1.5707963267948966,132,72,54.54545454545454,162
Control,-1.5707963267948966,132,103,78.03030303030303,162
Control,-1.0471975511965976,132,73,55.3030303030303,162
Control,-0.5235987755982988,132,65,49.24242424242424,162
Control,0.0,132,36,27.27272727272727,162
Control,0.5235987755982988,132,68,51.515151515151516,162
Control,1.0471975511965976,132,70,53.03030303030303,162
Control,1.5707963267948966,132,73,55.3030303030303,162
Bilateral,-1.5707963267948966,132,130,98.48484848484848,163
Bilateral,-1.0471975511965976,132,43,32.57575757575758,163
Bilateral,-0.5235987755982988,132,29,21.96969696969697,163
Bilateral,0.0,132,30,22.727272727272727,163
Bilateral,0.5235987755982988,132,60,45.45454545454545,163
Bilateral,1.0471975511965976,132,53,40.15151515151515,163
Bilateral,1.5707963267948966,132,64,48.484848484848484,163
Control,-1.5707963267948966,132,109,82.57575757575758,163
Control,-1.0471975511965976,132,83,62.878787878787875,163
Control,-0.5235987755982988,132,64,48.484848484848484,163
Control,0.0,132,40,30.303030303030305,163
Control,0.5235987755982988,132,73,55.3030303030303,163
Control,1.0471975511965976,132,73,55.3030303030303,163
Control,1.5707963267948966,132,82,62.121212121212125,163
Bilateral,-1.5707963267948966,132,127,96.21212121212122,164
Bilateral,-1.0471975511965976,132,46,34.84848484848485,164
Bilateral,-0.5235987755982988,132,24,18.181818181818183,164
Bilateral,0.0,132,32,24.242424242424242,164
Bilateral,0.5235987755982988,132,53,40.15151515151515,164
Bilateral,1.0471975511965976,132,51,38.63636363636363,164
Bilateral,1.5707963267948966,132,69,52.27272727272727,164
Control,-1.5707963267948966,132,111,84.0909090909091,164
Control,-1.0471975511965976,132,68,51.515151515151516,164
Control,-0.5235987755982988,132,73,55.3030303030303,164
Control,0.0,132,36,27.27272727272727,164
Control,0.5235987755982988,132,66,50.0,164
Control,1.0471975511965976,132,74,56.060606060606055,164
Control,1.5707963267948966,132,78,59.09090909090909,164
Bilateral,-1.5707963267948966,132,128,96.96969696969697,165
Bilateral,-1.0471975511965976,132,41,31.060606060606062,165
Bilateral,-0.5235987755982988,132,36,27.27272727272727,165
Bilateral,0.0,132,36,27.27272727272727,165
Bilateral,0.5235987755982988,132,46,34.84848484848485,165
Bilateral,1.0471975511965976,132,29,21.96969696969697,165
Bilateral,1.5707963267948966,132,61,46.21212121212121,165
Control,-1.5707963267948966,132,114,86.36363636363636,165
Control,-1.0471975511965976,132,76,57.57575757575758,165
Control,-0.5235987755982988,132,75,56.81818181818182,165
Control,0.0,132,38,28.78787878787879,165
Control,0.5235987755982988,132,66,50.0,165
Control,1.0471975511965976,132,69,52.27272727272727,165
Control,1.5707963267948966,132,74,56.060606060606055,165
Bilateral,-1.5707963267948966,132,129,97.72727272727273,166
Bilateral,-1.0471975511965976,132,42,31.818181818181817,166
Bilateral,-0.5235987755982988,132,33,25.0,166
Bilateral,0.0,132,38,28.78787878787879,166
Bilateral,0.5235987755982988,132,45,34.090909090909086,166
Bilateral,1.0471975511965976,132,53,40.15151515151515,166
Bilateral,1.5707963267948966,132,71,53.78787878787878,166
Control,-1.5707963267948966,132,113,85.60606060606061,166
Control,-1.0471975511965976,132,85,64.39393939393939,166
Control,-0.5235987755982988,132,64,48.484848484848484,166
Control,0.0,132,48,36.36363636363637,166
Control,0.5235987755982988,132,65,49.24242424242424,166
Control,1.0471975511965976,132,72,54.54545454545454,166
Control,1.5707963267948966,132,76,57.57575757575758,166
Bilateral,-1.5707963267948966,132,128,96.96969696969697,167
Bilateral,-1.0471975511965976,132,43,32.57575757575758,167
Bilateral,-0.5235987755982988,132,32,24.242424242424242,167
Bilateral,0.0,132,38,28.78787878787879,167
Bilateral,0.5235987755982988,132,46,34.84848484848485,167
Bilateral,1.0471975511965976,132,43,32.57575757575758,167
Bilateral,1.5707963267948966,132,67,50.75757575757576,167
Control,-1.5707963267948966,132,114,86.36363636363636,167
Control,-1.0471975511965976,132,85,64.39393939393939,167
Control,-0.5235987755982988,132,66,50.0,167
Control,0.0,132,38,28.78787878787879,167
Control,0.5235987755982988,132,70,53.03030303030303,167
Control,1.0471975511965976,132,85,64.39393939393939,167
Control,1.5707963267948966,132,73,55.3030303030303,167
Bilateral,-1.5707963267948966,132,127,96.21212121212122,168
Bilateral,-1.0471975511965976,132,32,24.242424242424242,168
Bilateral,-0.5235987755982988,132,40,30.303030303030305,168
Bilateral,0.0,132,41,31.060606060606062,168
Bilateral,0.5235987755982988,132,44,33.33333333333333,168
Bilateral,1.0471975511965976,132,45,34.090909090909086,168
Bilateral,1.5707963267948966,132,66,50.0,168
Control,-1.5707963267948966,132,108,81.81818181818183,168
Control,-1.0471975511965976,132,77,58.333333333333336,168
Control,-0.5235987755982988,132,66,50.0,168
Control,0.0,132,38,28.78787878787879,168
Control,0.5235987755982988,132,69,52.27272727272727,168
Control,1.0471975511965976,132,76,57.57575757575758,168
Control,1.5707963267948966,132,81,61.36363636363637,168
Bilateral,-1.5707963267948966,132,127,96.21212121212122,169
Bilateral,-1.0471975511965976,132,30,22.727272727272727,169
Bilateral,-0.5235987755982988,132,36,27.27272727272727,169
Bilateral,0.0,132,31,23.484848484848484,169
Bilateral,0.5235987755982988,132,56,42.42424242424242,169
Bilateral,1.0471975511965976,132,39,29.545454545454547,169
Bilateral,1.5707963267948966,132,49,37.121212121212125,169
Control,-1.5707963267948966,132,110,83.33333333333334,169
Control,-1.0471975511965976,132,81,61.36363636363637,169
Control,-0.5235987755982988,132,53,40.15151515151515,169
Control,0.0,132,41,31.060606060606062,169
Control,0.5235987755982988,132,69,52.27272727272727,169
Control,1.0471975511965976,132,87,65.9090909090909,169
Control,1.5707963267948966,132,81,61.36363636363637,169
Bilateral,-1.5707963267948966,132,127,96.21212121212122,170
Bilateral,-1.0471975511965976,132,37,28.030303030303028,170
Bilateral,-0.5235987755982988,132,36,27.27272727272727,170
Bilateral,0.0,132,36,27.27272727272727,170
Bilateral,0.5235987755982988,132,51,38.63636363636363,170
Bilateral,1.0471975511965976,132,55,41.66666666666667,170
Bilateral,1.5707963267948966,132,56,42.42424242424242,170
Control,-1.5707963267948966,132,117,88.63636363636364,170
Control,-1.0471975511965976,132,78,59.09090909090909,170
Control,-0.5235987755982988,132,72,54.54545454545454,170
Control,0.0,132,34,25.757575757575758,170
Control,0.5235987755982988,132,70,53.03030303030303,170
Control,1.0471975511965976,132,74,56.060606060606055,170
Control,1.5707963267948966,132,81,61.36363636363637,170
Bilateral,-1.5707963267948966,132,131,99.24242424242425,171
Bilateral,-1.0471975511965976,132,38,28.78787878787879,171
Bilateral,-0.5235987755982988,132,31,23.484848484848484,171
Bilateral,0.0,132,36,27.27272727272727,171
Bilateral,0.5235987755982988,132,50,37.878787878787875,171
Bilateral,1.0471975511965976,132,42,31.818181818181817,171
Bilateral,1.5707963267948966,132,59,44.696969696969695,171
Control,-1.5707963267948966,132,113,85.60606060606061,171
Control,-1.0471975511965976,132,74,56.060606060606055,171
Control,-0.5235987755982988,132,64,48.484848484848484,171
Control,0.0,132,35,26.515151515151516,171
Control,0.5235987755982988,132,61,46.21212121212121,171
Control,1.0471975511965976,132,68,51.515151515151516,171
Control,1.5707963267948966,132,77,58.333333333333336,171
Bilateral,-1.5707963267948966,132,129,97.72727272727273,172
Bilateral,-1.0471975511965976,132,41,31.060606060606062,172
Bilateral,-0.5235987755982988,132,30,22.727272727272727,172
Bilateral,0.0,132,35,26.515151515151516,172
Bilateral,0.5235987755982988,132,55,41.66666666666667,172
Bilateral,1.0471975511965976,132,53,40.15151515151515,172
Bilateral,1.5707963267948966,132,57,43.18181818181818,172
Control,-1.5707963267948966,132,109,82.57575757575758,172
Control,-1.0471975511965976,132,73,55.3030303030303,172
Control,-0.5235987755982988,132,72,54.54545454545454,172
Control,0.0,132,37,28.030303030303028,172
Control,0.5235987755982988,132,71,53.78787878787878,172
Control,1.0471975511965976,132,76,57.57575757575758,172
Control,1.5707963267948966,132,75,56.81818181818182,172
Bilateral,-1.5707963267948966,132,130,98.48484848484848,173
Bilateral,-1.0471975511965976,132,44,33.33333333333333,173
Bilateral,-0.5235987755982988,132,32,24.242424242424242,173
Bilateral,0.0,132,32,24.242424242424242,173
Bilateral,0.5235987755982988,132,47,35.60606060606061,173
Bilateral,1.0471975511965976,132,45,34.090909090909086,173
Bilateral,1.5707963267948966,132,68,51.515151515151516,173
Control,-1.5707963267948966,132,120,90.9090909090909,173
Control,-1.0471975511965976,132,76,57.57575757575758,173
Control,-0.5235987755982988,132,62,46.96969696969697,173
Control,0.0,132,41,31.060606060606062,173
Control,0.5235987755982988,132,77,58.333333333333336,173
Control,1.0471975511965976,132,71,53.78787878787878,173
Control,1.5707963267948966,132,81,61.36363636363637,173
Bilateral,-1.5707963267948966,132,129,97.72727272727273,174
Bilateral,-1.0471975511965976,132,35,26.515151515151516,174
Bilateral,-0.5235987755982988,132,36,27.27272727272727,174
Bilateral,0.0,132,29,21.96969696969697,174
Bilateral,0.5235987755982988,132,62,46.96969696969697,174
Bilateral,1.0471975511965976,132,43,32.57575757575758,174
Bilateral,1.5707963267948966,132,67,50.75757575757576,174
Control,-1.5707963267948966,132,111,84.0909090909091,174
Control,-1.0471975511965976,132,76,57.57575757575758,174
Control,-0.5235987755982988,132,61,46.21212121212121,174
Control,0.0,132,43,32.57575757575758,174
Control,0.5235987755982988,132,66,50.0,174
Control,1.0471975511965976,132,76,57.57575757575758,174
Control,1.5707963267948966,132,76,57.57575757575758,174
Bilateral,-1.5707963267948966,132,130,98.48484848484848,175
Bilateral,-1.0471975511965976,132,32,24.242424242424242,175
Bilateral,-0.5235987755982988,132,34,25.757575757575758,175
Bilateral,0.0,132,40,30.303030303030305,175
Bilateral,0.5235987755982988,132,54,40.909090909090914,175
Bilateral,1.0471975511965976,132,46,34.84848484848485,175
Bilateral,1.5707963267948966,132,59,44.696969696969695,175
Control,-1.5707963267948966,132,110,83.33333333333334,175
Control,-1.0471975511965976,132,81,61.36363636363637,175
Control,-0.5235987755982988,132,73,55.3030303030303,175
Control,0.0,132,43,32.57575757575758,175
Control,0.5235987755982988,132,77,58.333333333333336,175
Control,1.0471975511965976,132,81,61.36363636363637,175
Control,1.5707963267948966,132,73,55.3030303030303,175
Bilateral,-1.5707963267948966,132,132,100.0,176
Bilateral,-1.0471975511965976,132,42,31.818181818181817,176
Bilateral,-0.5235987755982988,132,33,25.0,176
Bilateral,0.0,132,35,26.515151515151516,176
Bilateral,0.5235987755982988,132,54,40.909090909090914,176
Bilateral,1.0471975511965976,132,46,34.84848484848485,176
Bilateral,1.5707963267948966,132,68,51.515151515151516,176
Control,-1.5707963267948966,132,108,81.81818181818183,176
Control,-1.0471975511965976,132,70,53.03030303030303,176
Control,-0.5235987755982988,132,67,50.75757575757576,176
Control,0.0,132,41,31.060606060606062,176
Control,0.5235987755982988,132,70,53.03030303030303,176
Control,1.0471975511965976,132,73,55.3030303030303,176
Control,1.5707963267948966,132,83,62.878787878787875,176
Bilateral,-1.5707963267948966,132,131,99.24242424242425,177
Bilateral,-1.0471975511965976,132,37,28.030303030303028,177
Bilateral,-0.5235987755982988,132,32,24.242424242424242,177
Bilateral,0.0,132,33,25.0,177
Bilateral,0.5235987755982988,132,54,40.909090909090914,177
Bilateral,1.0471975511965976,132,44,33.33333333333333,177
Bilateral,1.5707963267948966,132,55,41.66666666666667,177
Control,-1.5707963267948966,132,106,80.3030303030303,177
Control,-1.0471975511965976,132,81,61.36363636363637,177
Control,-0.5235987755982988,132,76,57.57575757575758,177
Control,0.0,132,45,34.090909090909086,177
Control,0.5235987755982988,132,66,50.0,177
Control,1.0471975511965976,132,71,53.78787878787878,177
Control,1.5707963267948966,132,79,59.84848484848485,177
Bilateral,-1.5707963267948966,132,128,96.96969696969697,178
Bilateral,-1.0471975511965976,132,40,30.303030303030305,178
Bilateral,-0.5235987755982988,132,41,31.060606060606062,178
Bilateral,0.0,132,38,28.78787878787879,178
Bilateral,0.5235987755982988,132,44,33.33333333333333,178
Bilateral,1.0471975511965976,132,41,31.060606060606062,178
Bilateral,1.5707963267948966,132,63,47.72727272727273,178
Control,-1.5707963267948966,132,119,90.15151515151516,178
Control,-1.0471975511965976,132,69,52.27272727272727,178
Control,-0.5235987755982988,132,69,52.27272727272727,178
Control,0.0,132,47,35.60606060606061,178
Control,0.5235987755982988,132,80,60.60606060606061,178
Control,1.0471975511965976,132,82,62.121212121212125,178
Control,1.5707963267948966,132,74,56.060606060606055,178
Bilateral,-1.5707963267948966,132,123,93.18181818181817,179
Bilateral,-1.0471975511965976,132,35,26.515151515151516,179
Bilateral,-0.5235987755982988,132,26,19.696969696969695,179
Bilateral,0.0,132,42,31.818181818181817,179
Bilateral,0.5235987755982988,132,47,35.60606060606061,179
Bilateral,1.0471975511965976,132,40,30.303030303030305,179
Bilateral,1.5707963267948966,132,72,54.54545454545454,179
Control,-1.5707963267948966,132,116,87.87878787878788,179
Control,-1.0471975511965976,132,64,48.484848484848484,179
Control,-0.5235987755982988,132,64,48.484848484848484,179
Control,0.0,132,45,34.090909090909086,179
Control,0.5235987755982988,132,72,54.54545454545454,179
Control,1.0471975511965976,132,78,59.09090909090909,179
Control,1.5707963267948966,132,72,54.54545454545454,179
Bilateral,-1.5707963267948966,132,128,96.96969696969697,180
Bilateral,-1.0471975511965976,132,34,25.757575757575758,180
Bilateral,-0.5235987755982988,132,37,28.030303030303028,180
Bilateral,0.0,132,34,25.757575757575758,180
Bilateral,0.5235987755982988,132,47,35.60606060606061,180
Bilateral,1.0471975511965976,132,33,25.0,180
Bilateral,1.5707963267948966,132,62,46.96969696969697,180
Control,-1.5707963267948966,132,110,83.33333333333334,180
Control,-1.0471975511965976,132,80,60.60606060606061,180
Control,-0.5235987755982988,132,73,55.3030303030303,180
Control,0.0,132,42,31.818181818181817,180
Control,0.5235987755982988,132,68,51.515151515151516,180
Control,1.0471975511965976,132,77,58.333333333333336,180
Control,1.5707963267948966,132,82,62.121212121212125,180
Bilateral,-1.5707963267948966,132,129,97.72727272727273,181
Bilateral,-1.0471975511965976,132,40,30.303030303030305,181
Bilateral,-0.5235987755982988,132,34,25.757575757575758,181
Bilateral,0.0,132,33,25.0,181
Bilateral,0.5235987755982988,132,53,40.15151515151515,181
Bilateral,1.0471975511965976,132,53,40.15151515151515,181
Bilateral,1.5707963267948966,132,62,46.96969696969697,181
Control,-1.5707963267948966,132,110,83.33333333333334,181
Control,-1.0471975511965976,132,74,56.060606060606055,181
Control,-0.5235987755982988,132,68,51.515151515151516,181
Control,0.0,132,41,31.060606060606062,181
Control,0.5235987755982988,132,65,49.24242424242424,181
Control,1.0471975511965976,132,69,52.27272727272727,181
Control,1.5707963267948966,132,82,62.121212121212125,181
Bilateral,-1.5707963267948966,132,130,98.48484848484848,182
Bilateral,-1.0471975511965976,132,33,25.0,182
Bilateral,-0.5235987755982988,132,31,23.484848484848484,182
Bilateral,0.0,132,35,26.515151515151516,182
Bilateral,0.5235987755982988,132,46,34.84848484848485,182
Bilateral,1.0471975511965976,132,41,31.060606060606062,182
Bilateral,1.5707963267948966,132,63,47.72727272727273,182
Control,-1.5707963267948966,132,112,84.84848484848484,182
Control,-1.0471975511965976,132,73,55.3030303030303,182
Control,-0.5235987755982988,132,57,43.18181818181818,182
Control,0.0,132,31,23.484848484848484,182
Control,0.5235987755982988,132,70,53.03030303030303,182
Control,1.0471975511965976,132,70,53.03030303030303,182
Control,1.5707963267948966,132,78,59.09090909090909,182
Bilateral,-1.5707963267948966,132,128,96.96969696969697,183
Bilateral,-1.0471975511965976,132,42,31.818181818181817,183
Bilateral,-0.5235987755982988,132,33,25.0,183
Bilateral,0.0,132,29,21.96969696969697,183
Bilateral,0.5235987755982988,132,56,42.42424242424242,183
Bilateral,1.0471975511965976,132,41,31.060606060606062,183
Bilateral,1.5707963267948966,132,54,40.909090909090914,183
Control,-1.5707963267948966,132,108,81.81818181818183,183
Control,-1.0471975511965976,132,70,53.03030303030303,183
Control,-0.5235987755982988,132,54,40.909090909090914,183
Control,0.0,132,41,31.060606060606062,183
Control,0.5235987755982988,132,64,48.484848484848484,183
Control,1.0471975511965976,132,77,58.333333333333336,183
Control,1.5707963267948966,132,77,58.333333333333336,183
Bilateral,-1.5707963267948966,132,126,95.45454545454545,184
Bilateral,-1.0471975511965976,132,34,25.757575757575758,184
Bilateral,-0.5235987755982988,132,24,18.181818181818183,184
Bilateral,0.0,132,32,24.242424242424242,184
Bilateral,0.5235987755982988,132,56,42.42424242424242,184
Bilateral,1.0471975511965976,132,50,37.878787878787875,184
Bilateral,1.5707963267948966,132,66,50.0,184
Control,-1.5707963267948966,132,119,90.15151515151516,184
Control,-1.0471975511965976,132,70,53.03030303030303,184
Control,-0.5235987755982988,132,67,50.75757575757576,184
Control,0.0,132,42,31.818181818181817,184
Control,0.5235987755982988,132,71,53.78787878787878,184
Control,1.0471975511965976,132,68,51.515151515151516,184
Control,1.5707963267948966,132,77,58.333333333333336,184
Bilateral,-1.5707963267948966,132,126,95.45454545454545,185
Bilateral,-1.0471975511965976,132,40,30.303030303030305,185
Bilateral,-0.5235987755982988,132,36,27.27272727272727,185
Bilateral,0.0,132,31,23.484848484848484,185
Bilateral,0.5235987755982988,132,50,37.878787878787875,185
Bilateral,1.0471975511965976,132,37,28.030303030303028,185
Bilateral,1.5707963267948966,132,61,46.21212121212121,185
Control,-1.5707963267948966,132,116,87.87878787878788,185
Control,-1.0471975511965976,132,74,56.060606060606055,185
Control,-0.5235987755982988,132,67,50.75757575757576,185
Control,0.0,132,44,33.33333333333333,185
Control,0.5235987755982988,132,67,50.75757575757576,185
Control,1.0471975511965976,132,74,56.060606060606055,185
Control,1.5707963267948966,132,78,59.09090909090909,185
Bilateral,-1.5707963267948966,132,129,97.72727272727273,186
Bilateral,-1.0471975511965976,132,45,34.090909090909086,186
Bilateral,-0.5235987755982988,132,41,31.060606060606062,186
Bilateral,0.0,132,38,28.78787878787879,186
Bilateral,0.5235987755982988,132,46,34.84848484848485,186
Bilateral,1.0471975511965976,132,49,37.121212121212125,186
Bilateral,1.5707963267948966,132,67,50.75757575757576,186
Control,-1.5707963267948966,132,114,86.36363636363636,186
Control,-1.0471975511965976,132,72,54.54545454545454,186
Control,-0.5235987755982988,132,65,49.24242424242424,186
Control,0.0,132,33,25.0,186
Control,0.5235987755982988,132,77,58.333333333333336,186
Control,1.0471975511965976,132,74,56.060606060606055,186
Control,1.5707963267948966,132,75,56.81818181818182,186
Bilateral,-1.5707963267948966,132,126,95.45454545454545,187
Bilateral,-1.0471975511965976,132,41,31.060606060606062,187
Bilateral,-0.5235987755982988,132,33,25.0,187
Bilateral,0.0,132,36,27.27272727272727,187
Bilateral,0.5235987755982988,132,44,33.33333333333333,187
Bilateral,1.0471975511965976,132,37,28.030303030303028,187
Bilateral,1.5707963267948966,132,61,46.21212121212121,187
Control,-1.5707963267948966,132,115,87.12121212121212,187
Control,-1.0471975511965976,132,81,61.36363636363637,187
Control,-0.5235987755982988,132,73,55.3030303030303,187
Control,0.0,132,41,31.060606060606062,187
Control,0.5235987755982988,132,77,58.333333333333336,187
Control,1.0471975511965976,132,74,56.060606060606055,187
Control,1.5707963267948966,132,77,58.333333333333336,187
Bilateral,-1.5707963267948966,132,129,97.72727272727273,188
Bilateral,-1.0471975511965976,132,35,26.515151515151516,188
Bilateral,-0.5235987755982988,132,30,22.727272727272727,188
Bilateral,0.0,132,37,28.030303030303028,188
Bilateral,0.5235987755982988,132,56,42.42424242424242,188
Bilateral,1.0471975511965976,132,47,35.60606060606061,188
Bilateral,1.5707963267948966,132,64,48.484848484848484,188
Control,-1.5707963267948966,132,115,87.12121212121212,188
Control,-1.0471975511965976,132,84,63.63636363636363,188
Control,-0.5235987755982988,132,60,45.45454545454545,188
Control,0.0,132,36,27.27272727272727,188
Control,0.5235987755982988,132,61,46.21212121212121,188
Control,1.0471975511965976,132,76,57.57575757575758,188
Control,1.5707963267948966,132,79,59.84848484848485,188
Bilateral,-1.5707963267948966,132,127,96.21212121212122,189
Bilateral,-1.0471975511965976,132,32,24.242424242424242,189
Bilateral,-0.5235987755982988,132,33,25.0,189
Bilateral,0.0,132,34,25.757575757575758,189
Bilateral,0.5235987755982988,132,57,43.18181818181818,189
Bilateral,1.0471975511965976,132,48,36.36363636363637,189
Bilateral,1.5707963267948966,132,64,48.484848484848484,189
Control,-1.5707963267948966,132,104,78.78787878787878,189
Control,-1.0471975511965976,132,73,55.3030303030303,189
Control,-0.5235987755982988,132,75,56.81818181818182,189
Control,0.0,132,44,33.33333333333333,189
Control,0.5235987755982988,132,65,49.24242424242424,189
Control,1.0471975511965976,132,78,59.09090909090909,189
Control,1.5707963267948966,132,77,58.333333333333336,189
Bilateral,-1.5707963267948966,132,130,98.48484848484848,190
Bilateral,-1.0471975511965976,132,28,21.21212121212121,190
Bilateral,-0.5235987755982988,132,35,26.515151515151516,190
Bilateral,0.0,132,35,26.515151515151516,190
Bilateral,0.5235987755982988,132,46,34.84848484848485,190
Bilateral,1.0471975511965976,132,45,34.090909090909086,190
Bilateral,1.5707963267948966,132,62,46.96969696969697,190
Control,-1.5707963267948966,132,105,79.54545454545455,190
Control,-1.0471975511965976,132,73,55.3030303030303,190
Control,-0.5235987755982988,132,59,44.696969696969695,190
Control,0.0,132,41,31.060606060606062,190
Control,0.5235987755982988,132,73,55.3030303030303,190
Control,1.0471975511965976,132,78,59.09090909090909,190
Control,1.5707963267948966,132,71,53.78787878787878,190
Bilateral,-1.5707963267948966,132,131,99.24242424242425,191
Bilateral,-1.0471975511965976,132,36,27.27272727272727,191
Bilateral,-0.5235987755982988,132,40,30.303030303030305,191
Bilateral,0.0,132,26,19.696969696969695,191
Bilateral,0.5235987755982988,132,58,43.93939393939394,191
Bilateral,1.0471975511965976,132,45,34.090909090909086,191
Bilateral,1.5707963267948966,132,57,43.18181818181818,191
Control,-1.5707963267948966,132,106,80.3030303030303,191
Control,-1.0471975511965976,132,75,56.81818181818182,191
Control,-0.5235987755982988,132,74,56.060606060606055,191
Control,0.0,132,40,30.303030303030305,191
Control,0.5235987755982988,132,70,53.03030303030303,191
Control,1.0471975511965976,132,68,51.515151515151516,191
Control,1.5707963267948966,132,69,52.27272727272727,191
Bilateral,-1.5707963267948966,132,129,97.72727272727273,192
Bilateral,-1.0471975511965976,132,45,34.090909090909086,192
Bilateral,-0.5235987755982988,132,35,26.515151515151516,192
Bilateral,0.0,132,28,21.21212121212121,192
Bilateral,0.5235987755982988,132,51,38.63636363636363,192
Bilateral,1.0471975511965976,132,40,30.303030303030305,192
Bilateral,1.5707963267948966,132,58,43.93939393939394,192
Control,-1.5707963267948966,132,117,88.63636363636364,192
Control,-1.0471975511965976,132,87,65.9090909090909,192
Control,-0.5235987755982988,132,74,56.060606060606055,192
Control,0.0,132,46,34.84848484848485,192
Control,0.5235987755982988,132,68,51.515151515151516,192
Control,1.0471975511965976,132,73,55.3030303030303,192
Control,1.5707963267948966,132,80,60.60606060606061,192
Bilateral,-1.5707963267948966,132,129,97.72727272727273,193
Bilateral,-1.0471975511965976,132,38,28.78787878787879,193
Bilateral,-0.5235987755982988,132,30,22.727272727272727,193
Bilateral,0.0,132,29,21.96969696969697,193
Bilateral,0.5235987755982988,132,55,41.66666666666667,193
Bilateral,1.0471975511965976,132,40,30.303030303030305,193
Bilateral,1.5707963267948966,132,58,43.93939393939394,193
Control,-1.5707963267948966,132,106,80.3030303030303,193
Control,-1.0471975511965976,132,78,59.09090909090909,193
Control,-0.5235987755982988,132,63,47.72727272727273,193
Control,0.0,132,32,24.242424242424242,193
Control,0.5235987755982988,132,78,59.09090909090909,193
Control,1.0471975511965976,132,78,59.09090909090909,193
Control,1.5707963267948966,132,77,58.333333333333336,193
Bilateral,-1.5707963267948966,132,129,97.72727272727273,194
Bilateral,-1.0471975511965976,132,44,33.33333333333333,194
Bilateral,-0.5235987755982988,132,32,24.242424242424242,194
Bilateral,0.0,132,34,25.757575757575758,194
Bilateral,0.5235987755982988,132,56,42.42424242424242,194
Bilateral,1.0471975511965976,132,45,34.090909090909086,194
Bilateral,1.5707963267948966,132,66,50.0,194
Control,-1.5707963267948966,132,113,85.60606060606061,194
Control,-1.0471975511965976,132,81,61.36363636363637,194
Control,-0.5235987755982988,132,66,50.0,194
Control,0.0,132,38,28.78787878787879,194
Control,0.5235987755982988,132,60,45.45454545454545,194
Control,1.0471975511965976,132,70,53.03030303030303,194
Control,1.5707963267948966,132,70,53.03030303030303,194
Bilateral,-1.5707963267948966,132,129,97.72727272727273,195
Bilateral,-1.0471975511965976,132,40,30.303030303030305,195
Bilateral,-0.5235987755982988,132,35,26.515151515151516,195
Bilateral,0.0,132,27,20.454545454545457,195
Bilateral,0.5235987755982988,132,58,43.93939393939394,195
Bilateral,1.0471975511965976,132,53,40.15151515151515,195
Bilateral,1.5707963267948966,132,45,34.090909090909086,195
Control,-1.5707963267948966,132,113,85.60606060606061,195
Control,-1.0471975511965976,132,77,58.333333333333336,195
Control,-0.5235987755982988,132,65,49.24242424242424,195
Control,0.0,132,41,31.060606060606062,195
Control,0.5235987755982988,132,68,51.515151515151516,195
Control,1.0471975511965976,132,75,56.81818181818182,195
Control,1.5707963267948966,132,74,56.060606060606055,195
Bilateral,-1.5707963267948966,132,126,95.45454545454545,196
Bilateral,-1.0471975511965976,132,35,26.515151515151516,196
Bilateral,-0.5235987755982988,132,33,25.0,196
Bilateral,0.0,132,42,31.818181818181817,196
Bilateral,0.5235987755982988,132,45,34.090909090909086,196
Bilateral,1.0471975511965976,132,50,37.878787878787875,196
Bilateral,1.5707963267948966,132,58,43.93939393939394,196
Control,-1.5707963267948966,132,117,88.63636363636364,196
Control,-1.0471975511965976,132,83,62.878787878787875,196
Control,-0.5235987755982988,132,77,58.333333333333336,196
Control,0.0,132,48,36.36363636363637,196
Control,0.5235987755982988,132,74,56.060606060606055,196
Control,1.0471975511965976,132,84,63.63636363636363,196
Control,1.5707963267948966,132,82,62.121212121212125,196
Bilateral,-1.5707963267948966,132,128,96.96969696969697,197
Bilateral,-1.0471975511965976,132,43,32.57575757575758,197
Bilateral,-0.5235987755982988,132,36,27.27272727272727,197
Bilateral,0.0,132,31,23.484848484848484,197
Bilateral,0.5235987755982988,132,45,34.090909090909086,197
Bilateral,1.0471975511965976,132,43,32.57575757575758,197
Bilateral,1.5707963267948966,132,64,48.484848484848484,197
Control,-1.5707963267948966,132,109,82.57575757575758,197
Control,-1.0471975511965976,132,76,57.57575757575758,197
Control,-0.5235987755982988,132,63,47.72727272727273,197
Control,0.0,132,44,33.33333333333333,197
Control,0.5235987755982988,132,71,53.78787878787878,197
