Condition,nTrials,nCorrect,pCorrect,iteration
Bilateral,522,190,36.39846743295019,378
Control,522,250,47.89272030651341,378
Bilateral,522,192,36.7816091954023,379
Control,522,239,45.785440613026815,379
Bilateral,522,191,36.59003831417624,380
Control,522,252,48.275862068965516,380
Bilateral,522,209,40.03831417624521,381
Control,522,252,48.275862068965516,381
Bilateral,522,194,37.16475095785441,382
Control,522,260,49.808429118773944,382
Bilateral,522,193,36.97318007662835,383
Control,522,249,47.701149425287355,383
Bilateral,522,191,36.59003831417624,384
Control,522,236,45.21072796934866,384
Bilateral,522,202,38.69731800766284,385
Control,522,241,46.16858237547893,385
Bilateral,522,217,41.57088122605364,386
Control,522,257,49.23371647509578,386
Bilateral,522,193,36.97318007662835,387
Control,522,279,53.44827586206896,387
Bilateral,522,177,33.90804597701149,388
Control,522,261,50.0,388
Bilateral,522,179,34.2911877394636,389
Control,522,254,48.65900383141762,389
Bilateral,522,194,37.16475095785441,390
Control,522,240,45.97701149425287,390
Bilateral,522,190,36.39846743295019,391
Control,522,244,46.74329501915709,391
Bilateral,522,193,36.97318007662835,392
Control,522,248,47.509578544061306,392
Bilateral,522,185,35.440613026819925,393
Control,522,241,46.16858237547893,393
Bilateral,522,192,36.7816091954023,394
Control,522,257,49.23371647509578,394
Bilateral,522,215,41.18773946360153,395
Control,522,269,51.53256704980843,395
Bilateral,522,205,39.272030651341,396
Control,522,265,50.76628352490421,396
Bilateral,522,178,34.099616858237546,397
Control,522,263,50.38314176245211,397
Bilateral,522,189,36.206896551724135,398
Control,522,252,48.275862068965516,398
Bilateral,522,184,35.24904214559387,399
Control,522,268,51.34099616858238,399
Bilateral,522,211,40.42145593869732,400
Control,522,255,48.85057471264368,400
Bilateral,522,214,40.99616858237548,401
Control,522,262,50.191570881226056,401
Bilateral,522,174,33.33333333333333,402
Control,522,268,51.34099616858238,402
Bilateral,522,174,33.33333333333333,403
Control,522,276,52.87356321839081,403
Bilateral,522,197,37.73946360153257,404
Control,522,263,50.38314176245211,404
Bilateral,522,183,35.05747126436782,405
Control,522,246,47.12643678160919,405
Bilateral,522,198,37.93103448275862,406
Control,522,247,47.31800766283525,406
Bilateral,522,196,37.547892720306514,407
Control,522,252,48.275862068965516,407
Bilateral,522,200,38.31417624521073,408
Control,522,267,51.14942528735632,408
Bilateral,522,195,37.35632183908046,409
Control,522,254,48.65900383141762,409
Bilateral,522,188,36.015325670498086,410
Control,522,265,50.76628352490421,410
Bilateral,522,172,32.95019157088122,411
Control,522,243,46.55172413793103,411
Bilateral,522,197,37.73946360153257,412
Control,522,262,50.191570881226056,412
Bilateral,522,187,35.82375478927203,413
Control,522,256,49.042145593869726,413
Bilateral,522,209,40.03831417624521,414
Control,522,250,47.89272030651341,414
Bilateral,522,219,41.95402298850575,415
Control,522,270,51.724137931034484,415
Bilateral,522,177,33.90804597701149,416
Control,522,248,47.509578544061306,416
Bilateral,522,202,38.69731800766284,417
Control,522,246,47.12643678160919,417
Bilateral,522,173,33.14176245210728,418
Control,522,268,51.34099616858238,418
Bilateral,522,186,35.63218390804598,419
Control,522,259,49.616858237547895,419
Bilateral,522,190,36.39846743295019,420
Control,522,267,51.14942528735632,420
Bilateral,522,179,34.2911877394636,421
Control,522,249,47.701149425287355,421
Bilateral,522,180,34.48275862068966,422
Control,522,240,45.97701149425287,422
Bilateral,522,219,41.95402298850575,423
Control,522,269,51.53256704980843,423
Bilateral,522,189,36.206896551724135,424
Control,522,236,45.21072796934866,424
Bilateral,522,206,39.46360153256705,425
Control,522,251,48.08429118773947,425
Bilateral,522,188,36.015325670498086,426
Control,522,267,51.14942528735632,426
Bilateral,522,177,33.90804597701149,427
Control,522,262,50.191570881226056,427
Bilateral,522,178,34.099616858237546,428
Control,522,269,51.53256704980843,428
Bilateral,522,188,36.015325670498086,429
Control,522,253,48.46743295019157,429
Bilateral,522,181,34.67432950191571,430
Control,522,266,50.95785440613027,430
Bilateral,522,195,37.35632183908046,431
Control,522,269,51.53256704980843,431
Bilateral,522,197,37.73946360153257,432
Control,522,266,50.95785440613027,432
Bilateral,522,174,33.33333333333333,433
Control,522,262,50.191570881226056,433
Bilateral,522,195,37.35632183908046,434
Control,522,277,53.06513409961686,434
Bilateral,522,189,36.206896551724135,435
Control,522,269,51.53256704980843,435
Bilateral,522,210,40.229885057471265,436
Control,522,248,47.509578544061306,436
Bilateral,522,182,34.86590038314176,437
Control,522,255,48.85057471264368,437
Bilateral,522,196,37.547892720306514,438
Control,522,243,46.55172413793103,438
Bilateral,522,188,36.015325670498086,439
Control,522,269,51.53256704980843,439
Bilateral,522,192,36.7816091954023,440
Control,522,239,45.785440613026815,440
Bilateral,522,199,38.122605363984675,441
Control,522,256,49.042145593869726,441
Bilateral,522,175,33.524904214559385,442
Control,522,256,49.042145593869726,442
Bilateral,522,183,35.05747126436782,443
Control,522,258,49.42528735632184,443
Bilateral,522,183,35.05747126436782,444
Control,522,250,47.89272030651341,444
Bilateral,522,191,36.59003831417624,445
Control,522,277,53.06513409961686,445
Bilateral,522,183,35.05747126436782,446
Control,522,254,48.65900383141762,446
Bilateral,522,194,37.16475095785441,447
Control,522,237,45.40229885057471,447
Bilateral,522,193,36.97318007662835,448
Control,522,224,42.911877394636015,448
Bilateral,522,202,38.69731800766284,449
Control,522,267,51.14942528735632,449
Bilateral,522,203,38.88888888888889,450
Control,522,252,48.275862068965516,450
Bilateral,522,207,39.6551724137931,451
Control,522,251,48.08429118773947,451
Bilateral,522,184,35.24904214559387,452
Control,522,274,52.490421455938694,452
Bilateral,522,215,41.18773946360153,453
Control,522,271,51.91570881226054,453
Bilateral,522,191,36.59003831417624,454
Control,522,271,51.91570881226054,454
Bilateral,522,203,38.88888888888889,455
Control,522,249,47.701149425287355,455
Bilateral,522,197,37.73946360153257,456
Control,522,251,48.08429118773947,456
Bilateral,522,179,34.2911877394636,457
Control,522,258,49.42528735632184,457
Bilateral,522,185,35.440613026819925,458
Control,522,247,47.31800766283525,458
Bilateral,522,195,37.35632183908046,459
Control,522,268,51.34099616858238,459
Bilateral,522,189,36.206896551724135,460
Control,522,261,50.0,460
Bilateral,522,183,35.05747126436782,461
Control,522,250,47.89272030651341,461
Bilateral,522,197,37.73946360153257,462
Control,522,248,47.509578544061306,462
Bilateral,522,211,40.42145593869732,463
Control,522,243,46.55172413793103,463
Bilateral,522,185,35.440613026819925,464
Control,522,255,48.85057471264368,464
Bilateral,522,195,37.35632183908046,465
Control,522,259,49.616858237547895,465
Bilateral,522,196,37.547892720306514,466
Control,522,246,47.12643678160919,466
Bilateral,522,172,32.95019157088122,467
Control,522,243,46.55172413793103,467
Bilateral,522,203,38.88888888888889,468
Control,522,246,47.12643678160919,468
Bilateral,522,197,37.73946360153257,469
Control,522,256,49.042145593869726,469
Bilateral,522,198,37.93103448275862,470
Control,522,248,47.509578544061306,470
Bilateral,522,205,39.272030651341,471
Control,522,257,49.23371647509578,471
Bilateral,522,173,33.14176245210728,472
Control,522,266,50.95785440613027,472
Bilateral,522,195,37.35632183908046,473
Control,522,251,48.08429118773947,473
Bilateral,522,184,35.24904214559387,474
Control,522,265,50.76628352490421,474
Bilateral,522,200,38.31417624521073,475
Control,522,246,47.12643678160919,475
Bilateral,522,192,36.7816091954023,476
Control,522,263,50.38314176245211,476
Bilateral,522,200,38.31417624521073,477
Control,522,242,46.36015325670498,477
Bilateral,522,185,35.440613026819925,478
Control,522,269,51.53256704980843,478
Bilateral,522,200,38.31417624521073,479
Control,522,273,52.29885057471264,479
Bilateral,522,202,38.69731800766284,480
Control,522,255,48.85057471264368,480
Bilateral,522,191,36.59003831417624,481
Control,522,265,50.76628352490421,481
Bilateral,522,201,38.50574712643678,482
Control,522,253,48.46743295019157,482
Bilateral,522,173,33.14176245210728,483
Control,522,260,49.808429118773944,483
Bilateral,522,202,38.69731800766284,484
Control,522,264,50.57471264367817,484
Bilateral,522,191,36.59003831417624,485
Control,522,257,49.23371647509578,485
Bilateral,522,205,39.272030651341,486
Control,522,250,47.89272030651341,486
Bilateral,522,201,38.50574712643678,487
Control,522,265,50.76628352490421,487
Bilateral,522,197,37.73946360153257,488
Control,522,258,49.42528735632184,488
Bilateral,522,189,36.206896551724135,489
Control,522,274,52.490421455938694,489
Bilateral,522,183,35.05747126436782,490
Control,522,256,49.042145593869726,490
Bilateral,522,188,36.015325670498086,491
Control,522,248,47.509578544061306,491
Bilateral,522,184,35.24904214559387,492
Control,522,274,52.490421455938694,492
Bilateral,522,189,36.206896551724135,493
Control,522,254,48.65900383141762,493
Bilateral,522,183,35.05747126436782,494
Control,522,264,50.57471264367817,494
Bilateral,522,194,37.16475095785441,495
Control,522,238,45.593869731800766,495
Bilateral,522,195,37.35632183908046,496
Control,522,252,48.275862068965516,496
Bilateral,522,202,38.69731800766284,497
Control,522,246,47.12643678160919,497
Bilateral,522,183,35.05747126436782,498
Control,522,251,48.08429118773947,498
Bilateral,522,210,40.229885057471265,499
Control,522,260,49.808429118773944,499
Bilateral,522,200,38.31417624521073,500
Control,522,253,48.46743295019157,500
Bilateral,522,201,38.50574712643678,501
Control,522,255,48.85057471264368,501
Bilateral,522,222,42.5287356321839,502
Control,522,265,50.76628352490421,502
Bilateral,522,187,35.82375478927203,503
Control,522,247,47.31800766283525,503
Bilateral,522,175,33.524904214559385,504
Control,522,249,47.701149425287355,504
Bilateral,522,198,37.93103448275862,505
Control,522,273,52.29885057471264,505
Bilateral,522,180,34.48275862068966,506
Control,522,261,50.0,506
Bilateral,522,184,35.24904214559387,507
Control,522,250,47.89272030651341,507
Bilateral,522,180,34.48275862068966,508
Control,522,249,47.701149425287355,508
Bilateral,522,184,35.24904214559387,509
Control,522,256,49.042145593869726,509
Bilateral,522,181,34.67432950191571,510
Control,522,257,49.23371647509578,510
Bilateral,522,192,36.7816091954023,511
Control,522,273,52.29885057471264,511
Bilateral,522,189,36.206896551724135,512
Control,522,247,47.31800766283525,512
Bilateral,522,200,38.31417624521073,513
Control,522,258,49.42528735632184,513
Bilateral,522,180,34.48275862068966,514
Control,522,268,51.34099616858238,514
Bilateral,522,202,38.69731800766284,515
Control,522,247,47.31800766283525,515
Bilateral,522,198,37.93103448275862,516
Control,522,252,48.275862068965516,516
Bilateral,522,209,40.03831417624521,517
Control,522,261,50.0,517
Bilateral,522,197,37.73946360153257,518
Control,522,280,53.63984674329502,518
Bilateral,522,190,36.39846743295019,519
Control,522,240,45.97701149425287,519
Bilateral,522,170,32.56704980842912,520
Control,522,261,50.0,520
Bilateral,522,192,36.7816091954023,521
Control,522,268,51.34099616858238,521
Bilateral,522,195,37.35632183908046,522
Control,522,263,50.38314176245211,522
Bilateral,522,178,34.099616858237546,523
Control,522,258,49.42528735632184,523
Bilateral,522,184,35.24904214559387,524
Control,522,257,49.23371647509578,524
Bilateral,522,181,34.67432950191571,525
Control,522,264,50.57471264367817,525
Bilateral,522,190,36.39846743295019,526
Control,522,270,51.724137931034484,526
Bilateral,522,205,39.272030651341,527
Control,522,257,49.23371647509578,527
Bilateral,522,194,37.16475095785441,528
Control,522,246,47.12643678160919,528
Bilateral,522,183,35.05747126436782,529
Control,522,255,48.85057471264368,529
Bilateral,522,186,35.63218390804598,530
Control,522,275,52.68199233716475,530
Bilateral,522,171,32.758620689655174,531
Control,522,261,50.0,531
Bilateral,522,209,40.03831417624521,532
Control,522,253,48.46743295019157,532
Bilateral,522,189,36.206896551724135,533
Control,522,257,49.23371647509578,533
Bilateral,522,188,36.015325670498086,534
Control,522,237,45.40229885057471,534
Bilateral,522,184,35.24904214559387,535
Control,522,267,51.14942528735632,535
Bilateral,522,197,37.73946360153257,536
Control,522,255,48.85057471264368,536
Bilateral,522,203,38.88888888888889,537
Control,522,241,46.16858237547893,537
Bilateral,522,182,34.86590038314176,538
Control,522,261,50.0,538
Bilateral,522,180,34.48275862068966,539
Control,522,249,47.701149425287355,539
Bilateral,522,184,35.24904214559387,540
Control,522,247,47.31800766283525,540
Bilateral,522,196,37.547892720306514,541
Control,522,261,50.0,541
Bilateral,522,201,38.50574712643678,542
Control,522,273,52.29885057471264,542
Bilateral,522,199,38.122605363984675,543
Control,522,254,48.65900383141762,543
Bilateral,522,184,35.24904214559387,544
Control,522,259,49.616858237547895,544
Bilateral,522,203,38.88888888888889,545
Control,522,251,48.08429118773947,545
Bilateral,522,175,33.524904214559385,546
Control,522,265,50.76628352490421,546
Bilateral,522,167,31.992337164750957,547
Control,522,264,50.57471264367817,547
Bilateral,522,184,35.24904214559387,548
Control,522,263,50.38314176245211,548
Bilateral,522,180,34.48275862068966,549
Control,522,267,51.14942528735632,549
Bilateral,522,196,37.547892720306514,550
Control,522,255,48.85057471264368,550
Bilateral,522,197,37.73946360153257,551
Control,522,241,46.16858237547893,551
Bilateral,522,182,34.86590038314176,552
Control,522,248,47.509578544061306,552
Bilateral,522,196,37.547892720306514,553
Control,522,260,49.808429118773944,553
Bilateral,522,180,34.48275862068966,554
Control,522,262,50.191570881226056,554
Bilateral,522,180,34.48275862068966,555
Control,522,268,51.34099616858238,555
Bilateral,522,189,36.206896551724135,556
Control,522,251,48.08429118773947,556
Bilateral,522,210,40.229885057471265,557
Control,522,261,50.0,557
Bilateral,522,206,39.46360153256705,558
Control,522,244,46.74329501915709,558
Bilateral,522,175,33.524904214559385,559
Control,522,245,46.934865900383144,559
Bilateral,522,182,34.86590038314176,560
Control,522,267,51.14942528735632,560
Bilateral,522,179,34.2911877394636,561
Control,522,254,48.65900383141762,561
Bilateral,522,199,38.122605363984675,562
Control,522,215,41.18773946360153,562
Bilateral,522,192,36.7816091954023,563
Control,522,259,49.616858237547895,563
Bilateral,522,195,37.35632183908046,564
Control,522,283,54.214559386973185,564
Bilateral,522,195,37.35632183908046,565
Control,522,263,50.38314176245211,565
Bilateral,522,185,35.440613026819925,566
Control,522,259,49.616858237547895,566
Bilateral,522,202,38.69731800766284,567
Control,522,243,46.55172413793103,567
Bilateral,522,199,38.122605363984675,568
Control,522,274,52.490421455938694,568
Bilateral,522,196,37.547892720306514,569
Control,522,251,48.08429118773947,569
Bilateral,522,190,36.39846743295019,570
Control,522,244,46.74329501915709,570
Bilateral,522,193,36.97318007662835,571
Control,522,270,51.724137931034484,571
Bilateral,522,198,37.93103448275862,572
Control,522,257,49.23371647509578,572
Bilateral,522,196,37.547892720306514,573
Control,522,248,47.509578544061306,573
Bilateral,522,191,36.59003831417624,574
Control,522,258,49.42528735632184,574
Bilateral,522,202,38.69731800766284,575
Control,522,243,46.55172413793103,575
Bilateral,522,186,35.63218390804598,576
Control,522,265,50.76628352490421,576
Bilateral,522,199,38.122605363984675,577
Control,522,239,45.785440613026815,577
Bilateral,522,194,37.16475095785441,578
Control,522,234,44.827586206896555,578
Bilateral,522,190,36.39846743295019,579
Control,522,267,51.14942528735632,579
Bilateral,522,200,38.31417624521073,580
Control,522,249,47.701149425287355,580
Bilateral,522,196,37.547892720306514,581
Control,522,259,49.616858237547895,581
Bilateral,522,198,37.93103448275862,582
Control,522,261,50.0,582
Bilateral,522,188,36.015325670498086,583
Control,522,257,49.23371647509578,583
Bilateral,522,204,39.08045977011494,584
Control,522,249,47.701149425287355,584
Bilateral,522,198,37.93103448275862,585
Control,522,267,51.14942528735632,585
Bilateral,522,178,34.099616858237546,586
Control,522,250,47.89272030651341,586
Bilateral,522,191,36.59003831417624,587
Control,522,263,50.38314176245211,587
Bilateral,522,194,37.16475095785441,588
Control,522,268,51.34099616858238,588
Bilateral,522,182,34.86590038314176,589
Control,522,253,48.46743295019157,589
Bilateral,522,187,35.82375478927203,590
Control,522,244,46.74329501915709,590
Bilateral,522,172,32.95019157088122,591
Control,522,246,47.12643678160919,591
Bilateral,522,190,36.39846743295019,592
Control,522,280,53.63984674329502,592
Bilateral,522,183,35.05747126436782,593
Control,522,276,52.87356321839081,593
Bilateral,522,180,34.48275862068966,594
Control,522,260,49.808429118773944,594
Bilateral,522,186,35.63218390804598,595
Control,522,251,48.08429118773947,595
Bilateral,522,196,37.547892720306514,596
Control,522,267,51.14942528735632,596
Bilateral,522,197,37.73946360153257,597
Control,522,274,52.490421455938694,597
Bilateral,522,192,36.7816091954023,598
Control,522,246,47.12643678160919,598
Bilateral,522,182,34.86590038314176,599
Control,522,253,48.46743295019157,599
Bilateral,522,188,36.015325670498086,600
Control,522,256,49.042145593869726,600
Bilateral,522,201,38.50574712643678,601
Control,522,253,48.46743295019157,601
Bilateral,522,178,34.099616858237546,602
Control,522,279,53.44827586206896,602
Bilateral,522,195,37.35632183908046,603
Control,522,238,45.593869731800766,603
Bilateral,522,182,34.86590038314176,604
Control,522,252,48.275862068965516,604
Bilateral,522,191,36.59003831417624,605
Control,522,258,49.42528735632184,605
Bilateral,522,187,35.82375478927203,606
Control,522,256,49.042145593869726,606
Bilateral,522,184,35.24904214559387,607
Control,522,235,45.01915708812261,607
Bilateral,522,211,40.42145593869732,608
Control,522,240,45.97701149425287,608
Bilateral,522,178,34.099616858237546,609
Control,522,246,47.12643678160919,609
Bilateral,522,178,34.099616858237546,610
Control,522,264,50.57471264367817,610
Bilateral,522,176,33.71647509578544,611
Control,522,259,49.616858237547895,611
Bilateral,522,196,37.547892720306514,612
Control,522,244,46.74329501915709,612
Bilateral,522,198,37.93103448275862,613
Control,522,272,52.10727969348659,613
Bilateral,522,188,36.015325670498086,614
Control,522,241,46.16858237547893,614
Bilateral,522,196,37.547892720306514,615
Control,522,254,48.65900383141762,615
Bilateral,522,206,39.46360153256705,616
Control,522,259,49.616858237547895,616
Bilateral,522,194,37.16475095785441,617
Control,522,255,48.85057471264368,617
Bilateral,522,188,36.015325670498086,618
Control,522,250,47.89272030651341,618
Bilateral,522,171,32.758620689655174,619
Control,522,248,47.509578544061306,619
Bilateral,522,198,37.93103448275862,620
Control,522,250,47.89272030651341,620
Bilateral,522,194,37.16475095785441,621
Control,522,249,47.701149425287355,621
Bilateral,522,188,36.015325670498086,622
Control,522,281,53.83141762452107,622
Bilateral,522,183,35.05747126436782,623
Control,522,243,46.55172413793103,623
Bilateral,522,189,36.206896551724135,624
Control,522,243,46.55172413793103,624
Bilateral,522,172,32.95019157088122,625
Control,522,260,49.808429118773944,625
Bilateral,522,197,37.73946360153257,626
Control,522,252,48.275862068965516,626
Bilateral,522,209,40.03831417624521,627
Control,522,239,45.785440613026815,627
Bilateral,522,203,38.88888888888889,628
Control,522,244,46.74329501915709,628
Bilateral,522,177,33.90804597701149,629
Control,522,248,47.509578544061306,629
Bilateral,522,186,35.63218390804598,630
Control,522,257,49.23371647509578,630
Bilateral,522,189,36.206896551724135,631
Control,522,252,48.275862068965516,631
Bilateral,522,187,35.82375478927203,632
Control,522,270,51.724137931034484,632
Bilateral,522,202,38.69731800766284,633
Control,522,241,46.16858237547893,633
Bilateral,522,189,36.206896551724135,634
Control,522,253,48.46743295019157,634
Bilateral,522,186,35.63218390804598,635
Control,522,263,50.38314176245211,635
Bilateral,522,189,36.206896551724135,636
Control,522,251,48.08429118773947,636
Bilateral,522,195,37.35632183908046,637
Control,522,259,49.616858237547895,637
Bilateral,522,176,33.71647509578544,638
Control,522,251,48.08429118773947,638
Bilateral,522,207,39.6551724137931,639
Control,522,261,50.0,639
Bilateral,522,208,39.84674329501915,640
Control,522,263,50.38314176245211,640
Bilateral,522,181,34.67432950191571,641
Control,522,255,48.85057471264368,641
Bilateral,522,195,37.35632183908046,642
Control,522,252,48.275862068965516,642
Bilateral,522,205,39.272030651341,643
Control,522,274,52.490421455938694,643
Bilateral,522,201,38.50574712643678,644
Control,522,265,50.76628352490421,644
Bilateral,522,202,38.69731800766284,645
Control,522,265,50.76628352490421,645
Bilateral,522,186,35.63218390804598,646
Control,522,263,50.38314176245211,646
Bilateral,522,192,36.7816091954023,647
Control,522,259,49.616858237547895,647
Bilateral,522,194,37.16475095785441,648
Control,522,273,52.29885057471264,648
Bilateral,522,224,42.911877394636015,649
Control,522,255,48.85057471264368,649
Bilateral,522,196,37.547892720306514,650
Control,522,234,44.827586206896555,650
Bilateral,522,209,40.03831417624521,651
Control,522,250,47.89272030651341,651
Bilateral,522,195,37.35632183908046,652
Control,522,251,48.08429118773947,652
Bilateral,522,195,37.35632183908046,653
Control,522,259,49.616858237547895,653
Bilateral,522,190,36.39846743295019,654
Control,522,260,49.808429118773944,654
Bilateral,522,193,36.97318007662835,655
Control,522,250,47.89272030651341,655
Bilateral,522,200,38.31417624521073,656
Control,522,259,49.616858237547895,656
Bilateral,522,196,37.547892720306514,657
Control,522,261,50.0,657
Bilateral,522,181,34.67432950191571,658
Control,522,269,51.53256704980843,658
Bilateral,522,184,35.24904214559387,659
Control,522,244,46.74329501915709,659
Bilateral,522,197,37.73946360153257,660
Control,522,240,45.97701149425287,660
Bilateral,522,184,35.24904214559387,661
Control,522,248,47.509578544061306,661
Bilateral,522,200,38.31417624521073,662
Control,522,286,54.78927203065134,662
Bilateral,522,201,38.50574712643678,663
Control,522,258,49.42528735632184,663
Bilateral,522,193,36.97318007662835,664
Control,522,243,46.55172413793103,664
Bilateral,522,190,36.39846743295019,665
Control,522,242,46.36015325670498,665
Bilateral,522,174,33.33333333333333,666
Control,522,244,46.74329501915709,666
Bilateral,522,190,36.39846743295019,667
Control,522,259,49.616858237547895,667
Bilateral,522,198,37.93103448275862,668
Control,522,273,52.29885057471264,668
Bilateral,522,195,37.35632183908046,669
Control,522,235,45.01915708812261,669
Bilateral,522,190,36.39846743295019,670
Control,522,282,54.02298850574713,670
Bilateral,522,177,33.90804597701149,671
Control,522,261,50.0,671
Bilateral,522,182,34.86590038314176,672
Control,522,250,47.89272030651341,672
Bilateral,522,207,39.6551724137931,673
Control,522,241,46.16858237547893,673
Bilateral,522,178,34.099616858237546,674
Control,522,260,49.808429118773944,674
Bilateral,522,163,31.226053639846747,675
Control,522,250,47.89272030651341,675
Bilateral,522,182,34.86590038314176,676
Control,522,246,47.12643678160919,676
Bilateral,522,200,38.31417624521073,677
Control,522,252,48.275862068965516,677
Bilateral,522,188,36.015325670498086,678
Control,522,242,46.36015325670498,678
Bilateral,522,197,37.73946360153257,679
Control,522,243,46.55172413793103,679
Bilateral,522,213,40.804597701149426,680
Control,522,275,52.68199233716475,680
Bilateral,522,193,36.97318007662835,681
Control,522,252,48.275862068965516,681
Bilateral,522,194,37.16475095785441,682
Control,522,245,46.934865900383144,682
Bilateral,522,182,34.86590038314176,683
Control,522,257,49.23371647509578,683
Bilateral,522,178,34.099616858237546,684
Control,522,238,45.593869731800766,684
Bilateral,522,198,37.93103448275862,685
Control,522,275,52.68199233716475,685
Bilateral,522,203,38.88888888888889,686
Control,522,256,49.042145593869726,686
Bilateral,522,199,38.122605363984675,687
Control,522,254,48.65900383141762,687
Bilateral,522,191,36.59003831417624,688
Control,522,243,46.55172413793103,688
Bilateral,522,192,36.7816091954023,689
Control,522,250,47.89272030651341,689
Bilateral,522,200,38.31417624521073,690
Control,522,254,48.65900383141762,690
Bilateral,522,205,39.272030651341,691
Control,522,262,50.191570881226056,691
Bilateral,522,200,38.31417624521073,692
Control,522,261,50.0,692
Bilateral,522,200,38.31417624521073,693
Control,522,241,46.16858237547893,693
Bilateral,522,167,31.992337164750957,694
Control,522,260,49.808429118773944,694
Bilateral,522,195,37.35632183908046,695
Control,522,253,48.46743295019157,695
Bilateral,522,203,38.88888888888889,696
Control,522,268,51.34099616858238,696
Bilateral,522,202,38.69731800766284,697
Control,522,267,51.14942528735632,697
Bilateral,522,190,36.39846743295019,698
Control,522,255,48.85057471264368,698
Bilateral,522,186,35.63218390804598,699
Control,522,259,49.616858237547895,699
Bilateral,522,203,38.88888888888889,700
Control,522,266,50.95785440613027,700
Bilateral,522,174,33.33333333333333,701
Control,522,269,51.53256704980843,701
Bilateral,522,189,36.206896551724135,702
Control,522,262,50.191570881226056,702
Bilateral,522,192,36.7816091954023,703
Control,522,263,50.38314176245211,703
Bilateral,522,198,37.93103448275862,704
Control,522,263,50.38314176245211,704
Bilateral,522,182,34.86590038314176,705
Control,522,238,45.593869731800766,705
Bilateral,522,196,37.547892720306514,706
Control,522,253,48.46743295019157,706
Bilateral,522,175,33.524904214559385,707
Control,522,255,48.85057471264368,707
Bilateral,522,196,37.547892720306514,708
Control,522,250,47.89272030651341,708
Bilateral,522,188,36.015325670498086,709
Control,522,246,47.12643678160919,709
Bilateral,522,174,33.33333333333333,710
Control,522,265,50.76628352490421,710
Bilateral,522,186,35.63218390804598,711
Control,522,246,47.12643678160919,711
Bilateral,522,190,36.39846743295019,712
Control,522,258,49.42528735632184,712
Bilateral,522,198,37.93103448275862,713
Control,522,260,49.808429118773944,713
Bilateral,522,207,39.6551724137931,714
Control,522,249,47.701149425287355,714
Bilateral,522,199,38.122605363984675,715
Control,522,254,48.65900383141762,715
Bilateral,522,190,36.39846743295019,716
Control,522,250,47.89272030651341,716
Bilateral,522,185,35.440613026819925,717
Control,522,245,46.934865900383144,717
Bilateral,522,179,34.2911877394636,718
Control,522,249,47.701149425287355,718
Bilateral,522,178,34.099616858237546,719
Control,522,253,48.46743295019157,719
Bilateral,522,180,34.48275862068966,720
Control,522,260,49.808429118773944,720
Bilateral,522,194,37.16475095785441,721
Control,522,253,48.46743295019157,721
Bilateral,522,211,40.42145593869732,722
Control,522,252,48.275862068965516,722
Bilateral,522,198,37.93103448275862,723
Control,522,268,51.34099616858238,723
Bilateral,522,185,35.440613026819925,724
Control,522,262,50.191570881226056,724
Bilateral,522,208,39.84674329501915,725
Control,522,281,53.83141762452107,725
Bilateral,522,210,40.229885057471265,726
Control,522,260,49.808429118773944,726
Bilateral,522,187,35.82375478927203,727
Control,522,256,49.042145593869726,727
Bilateral,522,200,38.31417624521073,728
Control,522,258,49.42528735632184,728
Bilateral,522,190,36.39846743295019,729
Control,522,256,49.042145593869726,729
Bilateral,522,184,35.24904214559387,730
Control,522,270,51.724137931034484,730
Bilateral,522,204,39.08045977011494,731
Control,522,256,49.042145593869726,731
Bilateral,522,192,36.7816091954023,732
Control,522,263,50.38314176245211,732
Bilateral,522,197,37.73946360153257,733
Control,522,234,44.827586206896555,733
Bilateral,522,188,36.015325670498086,734
Control,522,251,48.08429118773947,734
Bilateral,522,187,35.82375478927203,735
Control,522,246,47.12643678160919,735
Bilateral,522,180,34.48275862068966,736
Control,522,263,50.38314176245211,736
Bilateral,522,199,38.122605363984675,737
Control,522,252,48.275862068965516,737
Bilateral,522,193,36.97318007662835,738
Control,522,257,49.23371647509578,738
Bilateral,522,198,37.93103448275862,739
Control,522,247,47.31800766283525,739
Bilateral,522,179,34.2911877394636,740
Control,522,240,45.97701149425287,740
Bilateral,522,189,36.206896551724135,741
Control,522,270,51.724137931034484,741
Bilateral,522,202,38.69731800766284,742
Control,522,234,44.827586206896555,742
Bilateral,522,198,37.93103448275862,743
Control,522,259,49.616858237547895,743
Bilateral,522,230,44.06130268199234,744
Control,522,245,46.934865900383144,744
Bilateral,522,188,36.015325670498086,745
Control,522,260,49.808429118773944,745
Bilateral,522,186,35.63218390804598,746
Control,522,242,46.36015325670498,746
Bilateral,522,193,36.97318007662835,747
Control,522,262,50.191570881226056,747
Bilateral,522,199,38.122605363984675,748
Control,522,275,52.68199233716475,748
Bilateral,522,212,40.61302681992337,749
Control,522,263,50.38314176245211,749
Bilateral,522,191,36.59003831417624,750
Control,522,270,51.724137931034484,750
Bilateral,522,210,40.229885057471265,751
Control,522,252,48.275862068965516,751
Bilateral,522,204,39.08045977011494,752
Control,522,260,49.808429118773944,752
Bilateral,522,198,37.93103448275862,753
Control,522,265,50.76628352490421,753
Bilateral,522,186,35.63218390804598,754
Control,522,266,50.95785440613027,754
Bilateral,522,184,35.24904214559387,755
Control,522,264,50.57471264367817,755
Bilateral,522,195,37.35632183908046,756
Control,522,256,49.042145593869726,756
